                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.69089,                 1.7532,                0.89103,                  1.114,                0.73016,                0.70964,                 0.8011,                0.60072,                0.67554,                0.65175,                0.74079,                0.50944,                0.87423,                0.89327,                0.88844,                 1.5949,                 0.0067,                 0.0067,                 0.0067
                    102,                0.70487,                 1.8135,                 0.9029,                 1.1232,                0.71994,                0.65694,                0.76779,                0.55654,                0.67337,                0.60643,                0.71221,                0.44982,                0.97661,                0.94859,                 1.0218,                 1.7064,               0.006667,               0.006667,               0.006667
                    103,                0.70557,                 1.8571,                0.89448,                 1.1271,                0.70439,                0.64149,                0.74354,                0.55015,                0.66931,                0.60278,                0.69432,                0.46624,                0.89538,                  0.986,                 1.0113,                 1.6179,               0.006634,               0.006634,               0.006634
                    104,                0.68701,                 1.8901,                 0.8693,                 1.1114,                0.55127,                 0.7243,                0.73358,                0.53126,                 0.5213,                0.68687,                0.68821,                0.46501,                0.94484,                0.85584,                0.98589,                 1.6494,               0.006601,               0.006601,               0.006601
                    105,                0.68595,                 1.7731,                0.86465,                 1.1143,                0.75247,                0.66659,                0.79043,                0.58054,                0.69062,                0.60575,                0.73082,                0.51671,                0.89328,                0.76715,                0.94648,                 1.6106,               0.006568,               0.006568,               0.006568
                    106,                0.69563,                 1.7495,                0.87879,                 1.1143,                0.65205,                0.70668,                0.73587,                0.54582,                 0.6065,                0.65599,                0.68085,                0.47234,                0.90106,                0.81541,                0.96686,                 1.6165,               0.006535,               0.006535,               0.006535
                    107,                0.69187,                 1.7982,                0.87729,                 1.1208,                0.83171,                0.65149,                0.77126,                 0.5461,                0.78506,                0.60192,                0.72233,                0.48468,                0.92999,                0.78874,                0.95953,                  1.696,               0.006502,               0.006502,               0.006502
                    108,                0.69402,                 1.8542,                0.87757,                 1.1139,                0.73231,                0.74826,                0.81301,                0.61659,                0.69103,                0.69439,                0.76403,                0.53797,                0.84826,                0.70614,                0.81157,                 1.5819,               0.006469,               0.006469,               0.006469
                    109,                0.68688,                 1.8293,                0.85749,                 1.1062,                0.69097,                0.67295,                0.71119,                0.51711,                0.63852,                0.61021,                0.65663,                0.45248,                0.86691,                0.69413,                 0.8903,                 1.5707,               0.006436,               0.006436,               0.006436
                    110,                0.69538,                 1.7923,                0.86712,                  1.112,                0.61696,                0.81117,                0.81464,                0.59325,                0.57335,                0.75426,                0.76616,                0.53976,                0.95632,                0.72798,                0.94066,                 1.6539,               0.006403,               0.006403,               0.006403
                    111,                0.69199,                 1.7705,                0.85676,                 1.1028,                 0.6807,                0.74294,                0.76804,                0.56675,                0.63018,                0.68693,                0.70835,                0.46982,                 1.0292,                0.85338,                0.98203,                 1.7148,                0.00637,                0.00637,                0.00637
                    112,                0.68407,                 1.7945,                 0.8487,                 1.1035,                0.78692,                0.72245,                0.82302,                0.60378,                0.73524,                0.66514,                0.76855,                 0.5548,                0.92701,                0.69979,                0.91025,                 1.6458,               0.006337,               0.006337,               0.006337
                    113,                0.68376,                 1.7593,                0.83916,                 1.1032,                0.62691,                0.80552,                0.81263,                0.60499,                0.58685,                0.75174,                0.76614,                0.55184,                0.92663,                 0.8089,                 0.9289,                 1.7431,               0.006304,               0.006304,               0.006304
                    114,                0.67659,                 1.7555,                0.83831,                 1.0994,                0.75652,                 0.6316,                0.81269,                0.60546,                0.70188,                0.58244,                0.75513,                0.54568,                0.89134,                0.76953,                0.93407,                  1.701,               0.006271,               0.006271,               0.006271
                    115,                0.68046,                 1.7316,                0.83766,                 1.0957,                0.51741,                 0.7868,                0.73502,                0.52831,                0.46746,                0.74554,                0.67713,                0.45349,                0.87231,                0.80334,                0.99244,                 1.5484,               0.006238,               0.006238,               0.006238
                    116,                0.67036,                 1.7843,                0.81588,                 1.0937,                0.66322,                0.70357,                0.78701,                0.57004,                0.60398,                0.66379,                0.73421,                0.52094,                0.88518,                0.75893,                0.90425,                 1.5721,               0.006205,               0.006205,               0.006205
                    117,                0.69136,                  1.738,                0.83829,                 1.1138,                0.69978,                0.73767,                 0.8281,                0.59579,                0.64695,                0.67982,                0.76933,                0.51733,                0.91359,                0.86099,                0.86001,                 1.6389,               0.006172,               0.006172,               0.006172
                    118,                0.67988,                 1.8044,                0.82055,                 1.0982,                0.80206,                 0.7477,                0.89422,                0.68773,                0.72194,                0.72099,                 0.8349,                0.59704,                0.87353,                 0.7382,                0.84694,                 1.5626,               0.006139,               0.006139,               0.006139
                    119,                0.68898,                  1.791,                0.82674,                 1.1103,                0.67535,                0.74908,                0.80845,                0.57481,                0.62111,                0.62629,                0.70752,                0.47916,                0.96374,                0.74023,                 0.9747,                  1.711,               0.006106,               0.006106,               0.006106
                    120,                 0.6971,                 1.7906,                0.83333,                 1.1152,                0.57775,                0.71855,                0.74008,                0.55113,                0.56809,                0.58364,                0.67912,                0.49558,                0.90641,                0.82319,                0.96111,                 1.6023,               0.006073,               0.006073,               0.006073
                    121,                0.68645,                 1.7238,                0.82812,                 1.1051,                0.57863,                0.78349,                0.73639,                0.56518,                 0.5442,                0.72626,                0.68466,                0.49529,                0.87791,                0.70424,                0.88342,                 1.5708,                0.00604,                0.00604,                0.00604
                    122,                0.67772,                  1.758,                 0.8087,                 1.0953,                0.72071,                0.75219,                0.81948,                0.57641,                0.66352,                0.69196,                0.75485,                0.54348,                0.92191,                 0.7011,                0.81028,                 1.6357,               0.006007,               0.006007,               0.006007
                    123,                0.69699,                 1.7804,                0.83005,                 1.1084,                0.70116,                0.74283,                0.83975,                0.60912,                0.63429,                0.67132,                0.76062,                 0.5399,                0.94728,                0.75311,                 0.8853,                 1.6476,               0.005974,               0.005974,               0.005974
                    124,                0.69829,                 1.7576,                0.84039,                 1.1126,                 0.6555,                0.69565,                0.78537,                0.56328,                0.60213,                0.63572,                 0.7272,                0.51846,                0.98645,                0.72883,                0.98033,                  1.714,               0.005941,               0.005941,               0.005941
                    125,                0.69258,                 1.6971,                0.82916,                 1.1114,                0.67584,                0.66921,                0.74544,                0.56838,                0.64923,                0.63166,                0.71789,                0.52084,                0.95593,                0.78089,                0.92255,                 1.6691,               0.005908,               0.005908,               0.005908
                    126,                0.67981,                 1.7643,                 0.8277,                 1.0941,                0.72369,                0.79067,                0.81669,                0.56724,                0.67012,                0.73656,                 0.7635,                0.55151,                 1.0386,                0.67994,                0.94427,                  1.777,               0.005875,               0.005875,               0.005875
                    127,                0.69535,                 1.7584,                0.83255,                 1.1148,                0.64171,                0.80803,                0.79281,                0.53306,                0.60463,                0.77244,                0.75897,                0.50696,                 1.0497,                0.82204,                0.91706,                 1.7746,               0.005842,               0.005842,               0.005842
                    128,                0.68446,                 1.7619,                 0.8082,                 1.1057,                0.61207,                 0.6732,                0.71064,                0.50788,                0.45672,                0.61661,                0.66701,                0.47766,                 1.0281,                0.97097,                 1.0486,                 1.7297,               0.005809,               0.005809,               0.005809
                    129,                0.69362,                 1.7596,                0.82423,                 1.1063,                0.58974,                0.77584,                0.81298,                0.55679,                0.54508,                0.72831,                0.76265,                0.53537,                 1.0559,                0.72509,                0.98574,                 1.7742,               0.005776,               0.005776,               0.005776
                    130,                0.69657,                 1.7436,                0.82701,                 1.1077,                0.68477,                0.72013,                0.81104,                0.59379,                 0.6299,                0.66134,                0.75342,                0.53161,                0.96449,                 0.7012,                0.91167,                 1.6587,               0.005743,               0.005743,               0.005743
                    131,                0.69717,                    1.7,                0.81893,                 1.1132,                0.78923,                0.63059,                 0.7835,                 0.5484,                0.71211,                0.56062,                0.71482,                0.47983,                 0.9798,                0.84107,                0.91452,                 1.7224,                0.00571,                0.00571,                0.00571
                    132,                0.68608,                 1.8001,                0.81173,                  1.107,                0.61631,                0.82921,                0.86427,                0.64338,                0.56297,                0.76087,                0.79935,                0.56528,                0.92106,                0.71621,                0.85995,                 1.6498,               0.005677,               0.005677,               0.005677
                    133,                0.69422,                 1.8018,                0.82895,                 1.1063,                0.74092,                0.75003,                0.82753,                0.60384,                0.67605,                0.68028,                 0.7615,                0.55655,                0.93007,                0.75328,                0.88081,                 1.6222,               0.005644,               0.005644,               0.005644
                    134,                0.69397,                  1.776,                0.82248,                 1.1117,                0.69064,                0.75729,                0.85635,                0.64174,                0.63266,                0.69744,                0.81497,                0.57762,                0.93467,                0.71255,                0.87857,                 1.6685,               0.005611,               0.005611,               0.005611
                    135,                0.69603,                 1.8082,                0.80903,                 1.1108,                0.77184,                0.66699,                0.84382,                0.63815,                0.71532,                0.60782,                0.78667,                0.55976,                0.86175,                0.72616,                 0.9244,                  1.565,               0.005578,               0.005578,               0.005578
                    136,                0.68869,                 1.6782,                 0.7964,                 1.1042,                0.64831,                 0.7637,                0.78686,                0.57254,                0.55272,                0.72942,                0.70931,                0.49205,                0.90951,                0.71556,                0.85428,                 1.5909,               0.005545,               0.005545,               0.005545
                    137,                0.68127,                 1.6966,                0.79498,                 1.1046,                0.72369,                0.73588,                0.79248,                0.56571,                0.53313,                0.83274,                0.74217,                0.49582,                 0.9543,                0.74533,                0.87365,                 1.6491,               0.005512,               0.005512,               0.005512
                    138,                0.70169,                 1.6687,                0.80135,                 1.1118,                0.60776,                0.88093,                0.81903,                 0.6028,                 0.5611,                0.82405,                0.75115,                0.53324,                0.95679,                0.70268,                0.86069,                 1.6992,               0.005479,               0.005479,               0.005479
                    139,                0.69321,                 1.7697,                0.80703,                 1.0977,                0.62535,                0.85553,                0.83814,                0.61465,                0.57612,                0.80042,                0.78073,                0.56663,                0.99261,                0.72067,                0.82803,                 1.7266,               0.005446,               0.005446,               0.005446
                    140,                0.68125,                 1.7361,                0.79021,                 1.0933,                0.84808,                0.68206,                0.77823,                 0.5584,                0.78868,                0.62227,                0.72381,                0.49852,                0.99286,                0.72243,                 0.8773,                 1.7403,               0.005413,               0.005413,               0.005413
                    141,                0.70143,                  1.776,                0.80838,                 1.1067,                0.71813,                0.73933,                0.82692,                0.58106,                0.69706,                0.68458,                0.76232,                0.52685,                0.91096,                0.73119,                0.86041,                 1.6075,                0.00538,                0.00538,                0.00538
                    142,                0.69099,                 1.7813,                 0.7953,                 1.1028,                0.64781,                0.77945,                0.83025,                 0.5722,                0.59805,                 0.7307,                0.77993,                0.53869,                0.94001,                0.71404,                0.89451,                 1.6301,               0.005347,               0.005347,               0.005347
                    143,                0.68874,                 1.7084,                0.78616,                 1.0971,                0.76619,                0.73877,                0.82135,                0.60245,                0.71097,                 0.6801,                0.76341,                   0.53,                0.86484,                0.76248,                0.85775,                 1.5321,               0.005314,               0.005314,               0.005314
                    144,                0.68976,                 1.6311,                0.77269,                 1.0957,                0.77542,                0.73938,                0.85963,                0.65511,                0.69805,                0.66069,                0.77899,                0.56516,                0.83974,                 0.6949,                0.79748,                 1.5259,               0.005281,               0.005281,               0.005281
                    145,                0.68943,                 1.6907,                0.77458,                 1.1056,                0.70188,                  0.838,                0.86844,                0.60738,                0.65757,                0.78116,                 0.8106,                 0.5432,                0.87986,                0.71619,                0.78705,                 1.5459,               0.005248,               0.005248,               0.005248
                    146,                0.68825,                 1.7278,                 0.7829,                 1.0962,                0.79933,                0.76966,                0.87424,                0.65414,                0.73012,                0.70403,                0.79871,                0.55639,                0.88082,                0.71108,                0.79926,                 1.5684,               0.005215,               0.005215,               0.005215
                    147,                0.68004,                 1.7359,                0.75451,                 1.0899,                0.79047,                0.75247,                0.87361,                0.67151,                 0.7208,                 0.7006,                0.82469,                0.57627,                0.91835,                0.75421,                0.85811,                 1.6078,               0.005182,               0.005182,               0.005182
                    148,                0.69386,                 1.7585,                0.77845,                 1.1047,                0.73434,                0.77621,                 0.8277,                0.59676,                0.65258,                0.69131,                0.74272,                0.53297,                0.94068,                0.78266,                0.85691,                 1.6246,               0.005149,               0.005149,               0.005149
                    149,                 0.6842,                 1.7258,                0.76564,                 1.1026,                0.76839,                 0.7162,                0.82831,                0.61203,                 0.7042,                0.64751,                0.76972,                0.53073,                0.92141,                0.78444,                0.87181,                 1.5962,               0.005116,               0.005116,               0.005116
                    150,                0.68971,                 1.6851,                 0.7707,                  1.105,                 0.8005,                0.71032,                0.81923,                0.59565,                0.74118,                0.63915,                0.76016,                0.52905,                0.98177,                0.83345,                0.91842,                 1.6719,               0.005083,               0.005083,               0.005083
                    151,                0.69016,                 1.6613,                0.76026,                 1.0976,                0.75893,                0.78524,                0.83383,                0.55527,                0.71394,                0.73137,                0.78328,                 0.5052,                 1.0091,                0.78231,                0.95012,                 1.6753,                0.00505,                0.00505,                0.00505
                    152,                0.69105,                 1.6705,                0.77213,                 1.0965,                 0.7459,                0.79959,                0.82367,                0.61073,                0.69308,                0.73897,                0.75987,                0.52392,                0.95514,                0.79083,                0.84131,                 1.6726,               0.005017,               0.005017,               0.005017
                    153,                0.69746,                 1.6918,                 0.7638,                 1.1051,                0.69761,                0.76269,                0.81029,                0.58775,                0.64117,                0.69805,                0.75116,                0.51506,                0.94829,                0.74989,                0.84608,                 1.6524,               0.004984,               0.004984,               0.004984
                    154,                0.68937,                 1.6917,                0.75716,                  1.101,                0.74466,                0.67775,                 0.8616,                0.64579,                0.68993,                0.61604,                0.78711,                0.54412,                0.88398,                0.77464,                0.80261,                 1.5718,               0.004951,               0.004951,               0.004951
                    155,                0.68497,                 1.7312,                0.75709,                 1.0978,                0.76606,                0.65971,                0.85622,                0.66074,                0.68221,                0.58512,                0.76785,                0.56076,                0.85515,                0.73848,                0.85613,                 1.5271,               0.004918,               0.004918,               0.004918
                    156,                0.67967,                 1.6994,                0.74917,                 1.0935,                0.70026,                0.73526,                0.77277,                0.58642,                 0.6426,                0.67818,                0.71821,                0.48876,                0.85074,                0.70858,                0.80872,                 1.5496,               0.004885,               0.004885,               0.004885
                    157,                0.69227,                 1.6898,                0.75476,                 1.0995,                0.72313,                0.74688,                0.78698,                0.60583,                0.66623,                0.68543,                0.72653,                0.51121,                0.85873,                0.63214,                0.78702,                 1.5498,               0.004852,               0.004852,               0.004852
                    158,                0.68427,                 1.7362,                0.74967,                 1.0901,                0.63312,                 0.9273,                0.88169,                0.68858,                0.55783,                0.83955,                0.80848,                0.58611,                0.89037,                0.68484,                0.73858,                 1.5612,               0.004819,               0.004819,               0.004819
                    159,                 0.6894,                  1.748,                0.75197,                 1.0958,                0.73927,                0.74043,                0.81554,                0.62537,                0.67323,                0.67093,                0.74336,                0.53585,                0.90444,                0.73924,                0.81933,                 1.5788,               0.004786,               0.004786,               0.004786
                    160,                0.69074,                 1.6786,                0.74459,                 1.0978,                0.76154,                0.77238,                0.85468,                0.64681,                0.68748,                0.71961,                0.79646,                0.56537,                0.89581,                0.69299,                0.82553,                 1.5384,               0.004753,               0.004753,               0.004753
                    161,                0.68834,                 1.7311,                0.75354,                 1.0983,                0.81192,                0.67698,                0.87221,                 0.6614,                0.76104,                0.61958,                0.80152,                0.54756,                0.96162,                 0.7267,                0.84801,                  1.643,                0.00472,                0.00472,                0.00472
                    162,                0.68308,                 1.6816,                0.73954,                 1.0911,                0.50409,                0.90038,                 0.8138,                0.61792,                0.58446,                0.63532,                0.74574,                0.54506,                0.89425,                0.70636,                0.81942,                 1.5987,               0.004687,               0.004687,               0.004687
                    163,                0.69968,                 1.6793,                 0.7676,                  1.105,                0.81412,                0.66562,                 0.8445,                0.65203,                0.75689,                0.60848,                0.77692,                0.56164,                0.93127,                0.71746,                0.84516,                 1.6221,               0.004654,               0.004654,               0.004654
                    164,                0.69932,                 1.7603,                0.75252,                 1.0995,                0.70547,                0.69523,                0.79824,                0.58341,                0.60589,                0.70856,                0.73681,                0.51568,                0.91146,                0.68728,                0.79714,                 1.6106,               0.004621,               0.004621,               0.004621
                    165,                0.69259,                 1.7034,                0.74718,                 1.1013,                0.72102,                0.78765,                0.80336,                 0.6032,                0.66008,                0.67001,                0.73879,                0.50922,                 0.9112,                0.75779,                0.85097,                 1.5775,               0.004588,               0.004588,               0.004588
                    166,                0.69058,                  1.682,                0.72098,                 1.0925,                0.74972,                0.75907,                0.79733,                0.59286,                0.69604,                0.69894,                0.74104,                0.51131,                0.93566,                0.69202,                0.81035,                 1.6114,               0.004555,               0.004555,               0.004555
                    167,                0.69218,                 1.7054,                0.74256,                 1.1004,                0.63506,                0.66908,                0.69866,                0.49713,                0.60888,                0.62614,                 0.6451,                0.43722,                0.92671,                0.85557,                0.95314,                 1.6288,               0.004522,               0.004522,               0.004522
                    168,                0.68273,                 1.7483,                0.73656,                 1.0917,                0.68906,                0.71986,                0.77397,                0.56637,                0.62697,                0.65636,                0.69334,                0.48664,                 1.0183,                 1.0054,                0.91686,                 1.6985,               0.004489,               0.004489,               0.004489
