                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.55447,                 1.3434,                0.64104,                0.99088,                0.87951,                0.89781,                0.94944,                0.75123,                0.87951,                0.89781,                0.94944,                0.74628,                0.76082,                0.99698,                0.73804,                 1.4777,               0.006502,               0.006502,               0.006502
                    108,                0.55697,                  1.341,                0.64117,                 0.9895,                0.78811,                0.89572,                0.93074,                0.73353,                0.78811,                0.89572,                0.93138,                 0.7114,                0.80282,                 0.9821,                0.81889,                 1.5397,               0.006469,               0.006469,               0.006469
                    109,                0.55487,                 1.3608,                0.62428,                0.99136,                0.78766,                0.79145,                0.83969,                0.63188,                0.77878,                0.78821,                0.82422,                0.59643,                 0.8067,                 1.2579,                0.84595,                 1.4916,               0.006436,               0.006436,               0.006436
                    110,                0.55537,                 1.3377,                0.63412,                0.99055,                0.87689,                0.84167,                0.93486,                0.75721,                0.85684,                  0.825,                0.91541,                 0.6977,                0.74254,                 1.2581,                0.73079,                 1.4341,               0.006403,               0.006403,               0.006403
                    111,                0.55775,                 1.3635,                0.63376,                0.99616,                0.86566,                0.80038,                0.92954,                0.75226,                0.84798,                0.78408,                0.91023,                0.68787,                0.72093,                 1.1028,                0.75151,                   1.47,                0.00637,                0.00637,                0.00637
                    112,                0.55574,                 1.3657,                0.62229,                0.99029,                0.80715,                0.78981,                0.89699,                0.72902,                0.81911,                0.77922,                0.88783,                0.66367,                0.73208,                 1.2695,                0.80562,                 1.4047,               0.006337,               0.006337,               0.006337
                    113,                  0.557,                 1.3558,                0.62089,                 0.9908,                0.79571,                0.88835,                0.92733,                0.73811,                0.78106,                0.87169,                0.89969,                0.69362,                0.75806,                 1.1588,                0.77401,                 1.4383,               0.006304,               0.006304,               0.006304
                    114,                0.55431,                 1.3209,                0.62251,                  0.994,                0.81418,                0.86176,                0.91233,                0.72419,                 0.8146,                0.86142,                0.90503,                0.69665,                 0.7561,                 1.1457,                0.80845,                 1.4369,               0.006271,               0.006271,               0.006271
                    115,                0.54427,                 1.3279,                0.60947,                0.98314,                0.79581,                0.82188,                0.90457,                0.71086,                0.78338,                0.80521,                0.88335,                0.67289,                0.79094,                 1.2305,                0.78562,                 1.5039,               0.006238,               0.006238,               0.006238
                    116,                 0.5557,                 1.3618,                0.62183,                0.98728,                 0.8763,                0.74676,                  0.936,                0.76402,                 0.8763,                0.74676,                0.93603,                0.69034,                0.74551,                 1.1634,                0.73047,                 1.4424,               0.006205,               0.006205,               0.006205
                    117,                0.54917,                 1.3227,                0.61129,                0.99163,                0.81936,                0.80843,                0.93212,                0.73318,                0.81936,                0.80843,                0.93348,                0.70451,                 0.7886,                 1.2401,                0.79111,                 1.4944,               0.006172,               0.006172,               0.006172
                    118,                  0.557,                 1.3543,                0.61227,                0.98978,                0.87969,                0.81251,                0.88425,                0.71186,                0.87969,                0.81251,                0.88505,                0.65701,                0.77943,                 1.0699,                0.74545,                 1.4793,               0.006139,               0.006139,               0.006139
                    119,                0.55267,                 1.3385,                0.60074,                0.98924,                0.85968,                0.80049,                 0.8514,                0.67167,                0.84193,                 0.7848,                0.82837,                0.61346,                 0.7611,                 1.2558,                0.75139,                 1.4522,               0.006106,               0.006106,               0.006106
                    120,                0.54441,                  1.367,                0.59619,                0.98029,                0.88876,                0.80961,                0.91463,                0.69946,                0.88876,                0.80961,                0.91463,                 0.6719,                 0.7646,                  1.184,                0.74645,                 1.4673,               0.006073,               0.006073,               0.006073
                    121,                0.55058,                 1.3671,                0.62313,                0.99426,                0.86646,                0.78757,                0.89436,                 0.7468,                0.84052,                0.77456,                0.87243,                0.67044,                0.71467,                 1.2018,                0.74969,                 1.4037,                0.00604,                0.00604,                0.00604
                    122,                0.55236,                 1.3528,                0.60329,                0.98496,                0.81741,                0.84418,                 0.8972,                0.70637,                0.79886,                0.82821,                 0.8774,                 0.6774,                0.78148,                 1.2206,                0.81316,                 1.4765,               0.006007,               0.006007,               0.006007
                    123,                0.55369,                 1.3238,                0.60172,                0.98935,                0.79034,                0.90029,                0.91212,                0.71273,                0.78306,                 0.8913,                0.90135,                0.67508,                0.72321,                 1.1132,                 0.7368,                  1.425,               0.005974,               0.005974,               0.005974
                    124,                0.55063,                 1.3082,                0.58785,                0.98389,                0.71723,                0.87819,                0.89229,                0.71438,                0.71439,                0.88094,                0.88776,                0.67556,                0.73402,                 1.0753,                0.75156,                 1.4752,               0.005941,               0.005941,               0.005941
                    125,                0.56128,                 1.3464,                0.60261,                0.99635,                0.70778,                 0.8814,                0.88482,                0.72533,                0.69934,                 0.8708,                0.87262,                 0.6923,                 0.7359,                 1.0742,                0.76334,                 1.4595,               0.005908,               0.005908,               0.005908
                    126,                0.53871,                 1.2888,                0.59266,                0.98368,                0.80119,                0.79465,                0.87091,                0.69419,                0.79273,                0.78404,                0.85635,                0.64514,                0.77273,                 1.4158,                0.87184,                 1.4842,               0.005875,               0.005875,               0.005875
                    127,                0.54999,                 1.3261,                0.59087,                0.98748,                0.86995,                0.81411,                0.90701,                0.71302,                0.79146,                 0.8731,                0.88738,                0.65142,                0.76472,                 1.2072,                0.80188,                 1.4521,               0.005842,               0.005842,               0.005842
                    128,                0.54781,                 1.3109,                0.57528,                0.98384,                 0.7785,                0.81681,                0.90232,                0.71861,                0.81086,                0.80374,                0.91326,                0.66025,                0.72942,                  1.241,                 0.7702,                  1.423,               0.005809,               0.005809,               0.005809
                    129,                0.55659,                  1.324,                0.59284,                0.98917,                0.81537,                0.85079,                0.84957,                0.66996,                0.80444,                 0.8387,                0.83583,                0.61768,                0.74761,                 1.2947,                0.94457,                 1.4344,               0.005776,               0.005776,               0.005776
                    130,                0.55002,                 1.3124,                0.59511,                0.99236,                0.78607,                0.87262,                0.90133,                0.65724,                0.76369,                0.87735,                0.87958,                0.63218,                0.81977,                 1.2005,                0.80457,                 1.5323,               0.005743,               0.005743,               0.005743
                    131,                0.55988,                 1.3251,                0.59152,                0.99118,                0.86069,                0.87424,                0.93225,                0.74472,                0.84776,                0.88716,                0.92117,                0.71445,                0.74712,                 1.0545,                0.77494,                 1.4593,                0.00571,                0.00571,                0.00571
                    132,                0.55704,                 1.3328,                0.58063,                0.99422,                0.69901,                 0.9367,                0.92933,                0.74413,                 0.6745,                0.90337,                0.88782,                0.66239,                0.78166,                 1.4907,                0.78607,                 1.5129,               0.005677,               0.005677,               0.005677
